product-img-link href,product-img-link src,cleanDesc,brand-image src,part-info,part-info 2,stock-status,price,btn,wishlist-label href,short-description,starting-at,short-description 3,short-description 4,short-description 5,short-description 6,short-description 7,short-description 8,short-description 9,short-description 13,short-description 14,short-description 16
https://www.turnermotorsport.com/p-637881-performance-drilled-2-piece-big-brake-kit/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,Performance Drilled 2-Piece Big Brake Kit,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,637881,83.B40.004G.74,"Direct Ship, Expected Ship Date:  Nov 12, 2021","$2,740.50",Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"They feature fully forged calipers with patented stiffening bridges, patented 2-piece AeroRotors for optimized cooling, braided stainless steel brake lines, performance brake pads, mounting brackets and all necessary hardware to complete the installation.",,,,,,,,,,,
https://www.turnermotorsport.com/p-637911-performance-slotted-2-piece-big-brake-kit/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,Performance Slotted 2-Piece Big Brake Kit,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,637911,83.B42.0047.51,"Direct Ship, Expected Ship Date:  Nov 12, 2021","$2,830.50",Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"They feature fully forged calipers with patented stiffening bridges, patented 2-piece AeroRotors for optimized cooling, braided stainless steel brake lines, performance brake pads, mounting brackets and all necessary hardware to complete the installation.",,,,,,,,,,,
https://www.turnermotorsport.com/p-397271-catuned-big-brake-kit-stage-30-286mm-x-26mm-6-piston-blue-calipers/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,CATuned Big Brake Kit Stage 3.0 - 286mm x 26mm (6 Piston Blue Calipe...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/CATuned.gif,397271,ST3_E30B_6POT286,"Direct Ship, Expected Ship Date:  Nov 12, 2021","$1,198.00",Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"These big brake kits from CATuned will make your E30 stop far better than stock. CATuned has worked hard to make a complete, bolt-on kit that will vastly improve the braking performance of your classic BMW, bringing it into the modern era.",,Full floating machined front brake rotors,Braided stainless steel front brake lines,Street performance brake pads,All required hardware,Threadlocker,,,,,Kits include:
https://www.turnermotorsport.com/p-342139-tms342139/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,StopTech Rear Big Brake Kit - 355x32mm Drilled Disc w/ Red 4 Piston ...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,342139,83.135.0047.72,"Direct Ship, Expected Ship Date:  Nov 12, 2021","$2,695.50",Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"Featuring fully forged calipers with patented stiffening bridges, patented 2-piece AeroRotors® for optimized cooling, braided stainless steel brake lines, performance brake pads, mounting brackets and all necessary hardware to complete the installation. StopTech® 2-piece calipers have the lowest amount of flex and deflection among 25 of the leading caliper models (including some monoblocks) from well-known manufacturers. This is accomplished using StopTech's® patented bolt-in bridge, which is strong enough to stop distortion without sacrificing cooling through the top of the caliper. The patented 2-piece AeroRotors push more air thanks to curved, airfoil-shaped vanes and an air channel that widens at the trailing edge of the vanes. StopTech aluminum AeroHats are lighter and feature directional stand-offs between the rotor and mounting hat that increase airflow to the (hotter) outside face of the rotor by over 15%. Street Performance Brake Pads are included in all Big Brake Kits besides the track-only Trophy Race Big Brake Kits. StopTech Street Performance Pads are intended for high performance street driving as well as light duty track use. Aggressive pad for high performance street driving Para-aramid composites provide linear response regardless of pad temperature Pad material is treated to raise initial cold effectiveness and ease bed-in StopTech stainless steel lines for improved pedal feel All brackets and hardware to complete the job Components made in the USA Full ISO/TS 16949:2009 certification",,,,,,,,,,,
https://www.turnermotorsport.com/p-398232-stoptech-front-4-piston-big-brake-kit-355x32mm/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,StopTech Rear Big Brake Kit - 355x32mm Drilled Coated Disc w/ Yellow...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,398232,83.135.0047.84,"Direct Ship, Expected Ship Date:  Nov 12, 2021","$2,785.50",Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"Featuring fully forged calipers with patented stiffening bridges, patented 2-piece AeroRotors® for optimized cooling, braided stainless steel brake lines, performance brake pads, mounting brackets and all necessary hardware to complete the installation. StopTech® 2-piece calipers have the lowest amount of flex and deflection among 25 of the leading caliper models (including some monoblocks) from well-known manufacturers. This is accomplished using StopTech's® patented bolt-in bridge, which is strong enough to stop distortion without sacrificing cooling through the top of the caliper. The patented 2-piece AeroRotors push more air thanks to curved, airfoil-shaped vanes and an air channel that widens at the trailing edge of the vanes. StopTech aluminum AeroHats are lighter and feature directional stand-offs between the rotor and mounting hat that increase airflow to the (hotter) outside face of the rotor by over 15%. Street Performance Brake Pads are included in all Big Brake Kits besides the track-only Trophy Race Big Brake Kits. StopTech Street Performance Pads are intended for high performance street driving as well as light duty track use. Aggressive pad for high performance street driving Para-aramid composites provide linear response regardless of pad temperature Pad material is treated to raise initial cold effectiveness and ease bed-in StopTech stainless steel lines for improved pedal feel All brackets and hardware to complete the job Components made in the USA Full ISO/TS 16949:2009 certification",,,,,,,,,,,
https://www.turnermotorsport.com/p-637885-performance-drilled-2-piece-big-brake-kit/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,Performance Drilled 2-Piece Big Brake Kit,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,637885,83.B40.004G.84,"Direct Ship, Expected Ship Date:  Nov 12, 2021","$2,740.50",Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"They feature fully forged calipers with patented stiffening bridges, patented 2-piece AeroRotors for optimized cooling, braided stainless steel brake lines, performance brake pads, mounting brackets and all necessary hardware to complete the installation.",,,,,,,,,,,
https://www.turnermotorsport.com/p-637859-performance-slotted-2-piece-big-brake-kit/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,Performance Slotted 2-Piece Big Brake Kit,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,637859,83.B39.6800.64,"Direct Ship, Expected Ship Date:  Nov 12, 2021","$3,550.50",Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"They feature fully forged calipers with patented stiffening bridges, patented 2-piece AeroRotors for optimized cooling, braided stainless steel brake lines, performance brake pads, mounting brackets and all necessary hardware to complete the installation.",,,,,,,,,,,
https://www.turnermotorsport.com/p-637876-performance-drilled-2-piece-big-brake-kit/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,Performance Drilled 2-Piece Big Brake Kit,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,637876,83.B40.004G.62,"Direct Ship, Expected Ship Date:  Nov 12, 2021","$2,650.50",Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"They feature fully forged calipers with patented stiffening bridges, patented 2-piece AeroRotors for optimized cooling, braided stainless steel brake lines, performance brake pads, mounting brackets and all necessary hardware to complete the installation.",,,,,,,,,,,
https://www.turnermotorsport.com/p-397255-catuned-big-brake-kit-stage-30-330mm-x-32mm-6-piston-blue-calipers/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,CATuned Big Brake Kit Stage 3.0 - 330mm x 32mm (6 Piston Blue Calipe...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/CATuned.gif,397255,ST3_E30B_6POT330,"Direct Ship, Expected Ship Date:  Nov 12, 2021","$1,458.00",Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"These big brake kits from CATuned will make your E30 stop far better than stock. CATuned has worked hard to make a complete, bolt-on kit that will vastly improve the braking performance of your classic BMW, bringing it into the modern era.",,Full floating machined front brake rotors,Braided stainless steel front brake lines,Street performance brake pads,All required hardware,Threadlocker,,,,,Kits include:
https://www.turnermotorsport.com/p-637302-front-brake-rotors-348x30/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,Front Brake Rotors - (348x30),https://c1521972.ssl.cf0.rackcdn.com/img/brands/FREMAX.gif,637302,34116763824FM,"Direct Ship, Expected Ship Date:  Sep 23, 2021",$72.50,Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,,,,,,,,,,,,
https://www.turnermotorsport.com/p-637820-performance-slotted-2-piece-big-brake-kit/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,Performance Slotted 2-Piece Big Brake Kit,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,637820,83.B33.004G.D1,"Direct Ship, Expected Ship Date:  Nov 12, 2021",$891.00,Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"They feature fully forged calipers with patented stiffening bridges, patented 2-piece AeroRotors for optimized cooling, braided stainless steel brake lines, performance brake pads, mounting brackets and all necessary hardware to complete the installation.",,,,,,,,,,,
https://www.turnermotorsport.com/p-398208-stoptech-rear-dual-piston-big-brake-kit-345x28mm/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,StopTech Rear Big Brake Kit - 345x28mm Slotted Coated Disc w/ Blue D...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,398208,83.135.002G.23,"Direct Ship, Expected Ship Date:  Nov 12, 2021","$2,605.50",Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"Featuring fully forged calipers with patented stiffening bridges, patented 2-piece AeroRotors® for optimized cooling, braided stainless steel brake lines, performance brake pads, mounting brackets and all necessary hardware to complete the installation. StopTech® 2-piece calipers have the lowest amount of flex and deflection among 25 of the leading caliper models (including some monoblocks) from well-known manufacturers. This is accomplished using StopTech's® patented bolt-in bridge, which is strong enough to stop distortion without sacrificing cooling through the top of the caliper. The patented 2-piece AeroRotors push more air thanks to curved, airfoil-shaped vanes and an air channel that widens at the trailing edge of the vanes. StopTech aluminum AeroHats are lighter and feature directional stand-offs between the rotor and mounting hat that increase airflow to the (hotter) outside face of the rotor by over 15%. Street Performance Brake Pads are included in all Big Brake Kits besides the track-only Trophy Race Big Brake Kits. StopTech Street Performance Pads are intended for high performance street driving as well as light duty track use. Aggressive pad for high performance street driving Para-aramid composites provide linear response regardless of pad temperature Pad material is treated to raise initial cold effectiveness and ease bed-in StopTech stainless steel lines for improved pedal feel All brackets and hardware to complete the job Components made in the USA Full ISO/TS 16949:2009 certification",,,,,,,,,,,
https://www.turnermotorsport.com/p-637886-performance-slotted-2-piece-big-brake-kit/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,Performance Slotted 2-Piece Big Brake Kit,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,637886,83.B41.0047.21,"Direct Ship, Expected Ship Date:  Nov 12, 2021","$2,830.50",Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"They feature fully forged calipers with patented stiffening bridges, patented 2-piece AeroRotors for optimized cooling, braided stainless steel brake lines, performance brake pads, mounting brackets and all necessary hardware to complete the installation.",,,,,,,,,,,
https://www.turnermotorsport.com/p-637858-performance-slotted-2-piece-big-brake-kit/,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/skins/Skin_1/images/tms_box_no_image.jpg,Performance Slotted 2-Piece Big Brake Kit,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,637858,83.B39.6800.63,"Direct Ship, Expected Ship Date:  Nov 12, 2021","$3,550.50",Add to Cart,https://www.turnermotorsport.com/c-565-bmw-big-brake-kits?No=480&Nrpp=48#,"They feature fully forged calipers with patented stiffening bridges, patented 2-piece AeroRotors for optimized cooling, braided stainless steel brake lines, performance brake pads, mounting brackets and all necessary hardware to complete the installation.",,,,,,,,,,,
